Date,SPY,QQQ,DIA
2020-05-13,280.36624145507807,218.959228515625,231.0104217529297
2020-05-14,283.7214660644531,221.4449157714844,234.90988159179688
2020-05-15,285.0257263183594,222.8824157714844,235.52825927734372
2020-05-18,293.70751953125,227.03517150878903,244.4956359863281
2020-05-19,290.6907958984375,226.46617126464844,240.8072662353516
2020-05-20,295.6290588378906,230.9883117675781,244.29681396484372
2020-05-21,293.5880432128906,228.4726867675781,243.5909576416016
2020-05-22,294.1455993652344,229.2613220214844,243.4517822265625
2020-05-26,297.7696228027344,228.6423797607422,248.7904357910156
2020-05-27,302.20013427734375,229.8902130126953,254.27825927734372
2020-05-28,301.6426086425781,229.5907440185547,252.86654663085938
2020-05-29,302.9866943359375,232.95489501953125,252.80686950683597
2020-06-01,304.2112731933594,233.65367126464844,253.7811737060547
2020-06-02,306.7301940917969,235.220947265625,256.3461303710937
2020-06-03,310.8122253417969,236.27911376953125,261.63510131835943
2020-06-04,309.9958190917969,234.6219940185547,261.79415893554693
2020-06-05,317.9408874511719,239.2739105224609,269.95626831054693
2020-06-08,321.7839660644531,241.13067626953125,274.66860961914057
2020-06-09,319.384521484375,242.8776397705078,271.7855224609375
2020-06-10,317.60235595703125,245.7925720214844,268.882568359375
2020-06-11,299.2929382324219,233.6137542724609,250.56005859375
2020-06-12,302.8771667480469,235.47052001953125,255.24256896972656
2020-06-15,305.7047119140625,238.3355407714844,256.8432006835937
2020-06-16,311.58880615234375,242.4284210205078,262.28131103515625
2020-06-17,310.2945251464844,243.1970672607422,260.29296875
2020-06-18,310.41400146484375,243.85592651367188,259.9251708984375
2020-06-19,308.6400146484375,243.8160095214844,258.03372192382807
2020-06-22,310.6199951171875,246.7400054931641,259.5492553710937
2020-06-23,312.04998779296875,248.83999633789062,260.72573852539057
2020-06-24,304.0899963378906,243.7100067138672,253.8760986328125
2020-06-25,307.3500061035156,246.02999877929688,256.67776489257807
2020-06-26,300.04998779296875,240.22000122070312,249.63868713378903
2020-06-29,304.4599914550781,242.83999633789062,255.15231323242188
2020-06-30,308.3599853515625,247.6000061035156,257.10647583007807
2020-07-01,310.5199890136719,250.4900054931641,256.54815673828125
2020-07-02,312.2300109863281,252.19000244140625,257.65487670898443
2020-07-06,317.04998779296875,258.3900146484375,262.2213134765625
2020-07-07,313.7799987792969,256.6099853515625,258.27304077148443
2020-07-08,316.17999267578125,259.989990234375,259.94802856445307
2020-07-09,314.3800048828125,262.17999267578125,256.47833251953125
2020-07-10,317.5899963378906,263.97000122070307,260.04776000976557
2020-07-13,314.8399963378906,258.54000854492193,260.26712036132807
2020-07-14,318.9200134277344,260.3699951171875,265.80068969726557
2020-07-15,321.8500061035156,260.89999389648443,268.11383056640625
2020-07-16,320.7900085449219,259.1199951171875,266.67807006835943
2020-07-17,321.7200012207031,259.42001342773443,266.16018676757807
2020-07-20,324.32000732421875,266.77999877929693,266.24002075195307
2020-07-21,325.010009765625,264.0,267.7567138671875
2020-07-22,326.8599853515625,264.92999267578125,269.39315795898443
2020-07-23,322.9599914550781,258.010009765625,266.11032104492193
2020-07-24,320.8800048828125,255.55999755859372,264.11465454101557
2020-07-27,323.2200012207031,260.1199951171875,265.37191772460943
2020-07-28,321.1700134277344,256.8099975585937,263.35629272460943
2020-07-29,325.1199951171875,259.76998901367193,264.92288208007807
2020-07-30,323.9599914550781,261.1300048828125,262.70770263671875
2020-07-31,326.5199890136719,265.79000854492193,263.775390625
2020-08-03,328.7900085449219,269.3800048828125,266.14022827148443
2020-08-04,330.05999755859375,270.3800048828125,267.82656860351557
2020-08-05,332.1099853515625,271.04998779296875,271.40875244140625
2020-08-06,334.3299865722656,274.6400146484375,273.3046264648437
2020-08-07,334.57000732421875,271.47000122070307,274.0230712890625
2020-08-10,335.57000732421875,270.3099975585937,277.53543090820307
2020-08-11,332.79998779296875,265.19000244140625,276.58749389648443
2020-08-12,337.44000244140625,271.8599853515625,279.43130493164057
2020-08-13,336.8299865722656,272.48001098632807,278.81265258789057
2020-08-14,336.8399963378906,272.16000366210943,279.19180297851557
2020-08-17,337.9100036621094,275.32000732421875,278.34365844726557
2020-08-18,338.6400146484375,277.97000122070307,277.59530639648443
2020-08-19,337.2300109863281,276.10000610351557,276.82696533203125
2020-08-20,338.2799987792969,279.92999267578125,277.2659912109375
2020-08-21,339.4800109863281,281.8699951171875,279.29000854492193
2020-08-24,342.9200134277344,283.6300048828125,283.17999267578125
2020-08-25,344.1199951171875,285.8599853515625,282.6199951171875
2020-08-26,347.57000732421875,291.9599914550781,283.42999267578125
2020-08-27,348.3299865722656,291.04998779296875,285.0400085449219
