Date,High,Low,Open,Close,Volume,Adj Close
2020-06-30,296.6000061035156,291.010009765625,293.0899963378906,295.70001220703125,4283500.0,295.3056335449219
2020-07-01,303.2699890136719,295.1199951171875,295.9599914550781,301.1700134277344,3801300.0,300.7683410644531
2020-07-02,306.8900146484375,301.30999755859375,304.3299865722656,302.4200134277344,3290100.0,302.01666259765625
2020-07-06,307.32000732421875,303.1700134277344,306.6499938964844,305.57000732421875,3013300.0,305.1624755859375
2020-07-07,307.7900085449219,299.3999938964844,303.19000244140625,299.9100036621094,3633100.0,299.510009765625
2020-07-08,301.5400085449219,297.3999938964844,300.9100036621094,300.1499938964844,4115000.0,300.1499938964844
2020-07-09,300.7200012207031,290.55999755859375,299.6199951171875,294.5899963378906,5042800.0,294.5899963378906
2020-07-10,296.9599914550781,291.5,294.0,295.67999267578125,3030900.0,295.67999267578125
2020-07-13,298.6199951171875,290.0199890136719,297.8599853515625,290.17999267578125,4853700.0,290.17999267578125
2020-07-14,299.1000061035156,288.6499938964844,292.0,298.95001220703125,4795900.0,298.95001220703125
2020-07-15,306.7699890136719,301.3900146484375,303.0,305.7200012207031,5257300.0,305.7200012207031
2020-07-16,303.5299987792969,298.9100036621094,302.9700012207031,299.3500061035156,3312100.0,299.3500061035156
2020-07-17,305.239990234375,299.4100036621094,301.7300109863281,304.05999755859375,3169800.0,304.05999755859375
2020-07-20,314.989990234375,301.9200134277344,301.9200134277344,311.9599914550781,5279400.0,311.9599914550781
2020-07-21,314.04998779296875,306.29998779296875,313.0,307.6000061035156,3563200.0,307.6000061035156
2020-07-22,313.57000732421875,308.1300048828125,308.1300048828125,313.3699951171875,3303100.0,313.3699951171875
2020-07-23,317.239990234375,308.7200012207031,313.54998779296875,309.8999938964844,3118500.0,309.8999938964844
2020-07-24,310.7300109863281,304.5400085449219,306.4800109863281,306.9200134277344,2500300.0,306.9200134277344
2020-07-27,310.0,306.0199890136719,307.05999755859375,308.8599853515625,2311600.0,308.8599853515625
2020-07-28,310.20001220703125,306.0299987792969,308.5,306.3299865722656,2116300.0,306.3299865722656
2020-07-29,311.6600036621094,304.1199951171875,304.5,309.29998779296875,3542400.0,309.29998779296875
2020-07-30,312.82000732421875,303.0400085449219,304.0,309.0,3941600.0,309.0
2020-07-31,310.0899963378906,305.6099853515625,310.0,308.5299987792969,4684400.0,308.5299987792969
2020-08-03,313.5,309.29998779296875,311.0,312.5899963378906,3907800.0,312.5899963378906
2020-08-04,315.69000244140625,311.1000061035156,312.5,314.3900146484375,3409200.0,314.3900146484375
2020-08-05,329.67999267578125,315.8699951171875,316.3699951171875,328.0,5799100.0,328.0
2020-08-06,331.2200012207031,325.8999938964844,327.3999938964844,330.1400146484375,4839800.0,330.1400146484375
2020-08-07,328.3299865722656,323.92999267578125,328.0,328.0199890136719,3662500.0,328.0199890136719
2020-08-10,329.739990234375,321.8599853515625,327.19000244140625,322.8800048828125,3752100.0,322.8800048828125
2020-08-11,334.54998779296875,323.5799865722656,325.0,328.5400085449219,5273300.0,328.5400085449219
2020-08-12,331.3999938964844,326.20001220703125,328.6600036621094,327.6300048828125,3126700.0,327.6300048828125
2020-08-13,329.8299865722656,325.6199951171875,325.92999267578125,326.19000244140625,2526700.0,326.19000244140625
2020-08-14,327.6400146484375,324.80999755859375,325.6700134277344,326.79998779296875,1444900.0,326.79998779296875
2020-08-17,331.2300109863281,326.67999267578125,327.0,330.2300109863281,2904100.0,330.2300109863281
2020-08-18,331.3999938964844,326.3500061035156,330.20001220703125,331.0,3021700.0,331.0
2020-08-19,334.4599914550781,330.0,330.0400085449219,332.3999938964844,3421000.0,332.3999938964844
2020-08-20,338.0,330.19000244140625,330.19000244140625,337.32000732421875,2966000.0,337.32000732421875
2020-08-21,338.79998779296875,335.9700012207031,338.0,337.1000061035156,2680900.0,337.1000061035156
2020-08-24,343.8299865722656,338.75,339.3599853515625,343.6400146484375,2753900.0,343.6400146484375
2020-08-25,348.4599914550781,343.3299865722656,344.7099914550781,347.6600036621094,2862700.0,347.6600036621094
2020-08-26,352.2900085449219,345.5,348.0,351.0199890136719,3512000.0,351.0199890136719
