Date,High,Low,Open,Close,Volume,Adj Close
2020-06-30,193.75,190.16000366210938,191.49000549316406,193.1699981689453,9040100.0,192.87841796875
2020-07-01,195.35000610351562,192.66000366210938,193.85000610351562,193.77999877929688,6394100.0,193.48748779296875
2020-07-02,197.9199981689453,195.0,196.0,195.6699981689453,6299300.0,195.3746337890625
2020-07-06,199.17999267578125,195.67999267578125,198.72999572753906,197.75999450683594,7292200.0,197.4614715576172
2020-07-07,198.89999389648438,193.80999755859375,196.80999755859375,194.1999969482422,7660100.0,193.9068603515625
2020-07-08,195.52000427246094,193.1199951171875,195.0800018310547,195.07000732421875,8368000.0,194.7755584716797
2020-07-09,195.49000549316406,189.9499969482422,195.0,192.2100067138672,8548200.0,191.91986083984375
2020-07-10,192.82000732421875,189.44000244140625,191.64999389648438,192.5500030517578,7674200.0,192.2593536376953
2020-07-13,195.19000244140625,188.6999969482422,193.61000061035156,189.02000427246094,8564100.0,188.73468017578125
2020-07-14,193.47000122070312,187.17999267578125,189.5,193.3300018310547,8003900.0,193.03817749023438
2020-07-15,197.77000427246094,194.5,195.22999572753906,196.5500030517578,7681100.0,196.25331115722656
2020-07-16,195.7100067138672,192.52000427246094,195.3300018310547,193.5,5064000.0,193.20791625976562
2020-07-17,195.57000732421875,193.1199951171875,194.8300018310547,195.08999633789062,6395000.0,194.79551696777344
2020-07-20,199.47999572753906,193.6699981689453,194.74000549316406,198.47000122070312,6985300.0,198.17041015625
2020-07-21,200.1699981689453,195.67999267578125,200.0,196.47999572753906,7219400.0,196.18341064453125
2020-07-22,199.0,196.25,196.47999572753906,198.86000061035156,6823400.0,198.55982971191406
2020-07-23,200.9499969482422,196.42999267578125,198.44000244140625,197.42999267578125,6106700.0,197.13197326660156
2020-07-24,197.47999572753906,194.02999877929688,195.6699981689453,195.14999389648438,7160300.0,194.8554229736328
2020-07-27,197.80999755859375,194.1999969482422,195.16000366210938,196.91000366210938,5604700.0,196.61277770996094
2020-07-28,199.3699951171875,196.7100067138672,197.69000244140625,196.74000549316406,6897300.0,196.44302368164062
2020-07-29,198.88999938964844,193.0500030517578,193.08999633789062,198.5800018310547,9471300.0,198.28024291992188
2020-07-30,196.55999755859375,192.1199951171875,195.1999969482422,194.05999755859375,10499400.0,193.76705932617188
2020-07-31,194.69000244140625,189.44000244140625,194.4199981689453,190.39999389648438,14186000.0,190.1125946044922
2020-08-03,193.33999633789062,190.2100067138672,191.8000030517578,190.69000244140625,11405200.0,190.40216064453125
2020-08-04,192.94000244140625,190.0800018310547,191.1300048828125,192.2899932861328,8204000.0,191.99974060058594
2020-08-05,198.17999267578125,193.10000610351562,193.55999755859375,196.10000610351562,8907300.0,195.8040008544922
2020-08-06,198.9199981689453,194.7899932861328,195.97999572753906,198.77000427246094,7480300.0,198.469970703125
2020-08-07,197.97999572753906,195.3000030517578,197.58999633789062,196.36000061035156,5651600.0,196.0635986328125
2020-08-10,198.30999755859375,195.3300018310547,196.36000061035156,196.7899932861328,5525400.0,196.49293518066406
2020-08-11,202.88999938964844,196.33999633789062,197.82000732421875,197.77000427246094,11549600.0,197.47146606445312
2020-08-12,200.22999572753906,198.24000549316406,199.0,198.74000549316406,5432500.0,198.44000244140625
2020-08-13,199.94000244140625,197.02999877929688,197.1300048828125,197.5800018310547,7014800.0,197.5800018310547
2020-08-14,198.07000732421875,195.77000427246094,197.00999450683594,196.63999938964844,5014400.0,196.63999938964844
2020-08-17,200.4600067138672,196.7100067138672,197.3000030517578,199.42999267578125,6256200.0,199.42999267578125
2020-08-18,200.10000610351562,196.82000732421875,199.97999572753906,199.00999450683594,6519900.0,199.00999450683594
2020-08-19,202.83999633789062,198.89999389648438,198.9199981689453,200.99000549316406,9467600.0,200.99000549316406
2020-08-20,204.44000244140625,199.60000610351562,199.89999389648438,204.14999389648438,8849200.0,204.14999389648438
2020-08-21,205.13999938964844,203.33999633789062,204.5,204.1300048828125,9998300.0,204.1300048828125
2020-08-24,206.4499969482422,204.6699981689453,205.00999450683594,206.41000366210938,6159600.0,206.41000366210938
2020-08-25,208.1999969482422,205.5399932861328,207.19000244140625,208.10000610351562,5828300.0,208.10000610351562
2020-08-26,210.8000030517578,207.3000030517578,208.10000610351562,210.25999450683594,7035200.0,210.25999450683594
