Date,High,Low,Open,Close,Volume,Adj Close
2020-06-30,310.20001220703125,303.82000732421875,303.989990234375,308.3599853515625,113394800,308.3599853515625
2020-07-01,311.8900146484375,309.07000732421875,309.57000732421875,310.5199890136719,72396500,310.5199890136719
2020-07-02,315.70001220703125,311.510009765625,314.239990234375,312.2300109863281,69344200,312.2300109863281
2020-07-06,317.67999267578125,315.55999755859375,316.3699951171875,317.04998779296875,61713800,317.04998779296875
2020-07-07,317.5199890136719,313.3699951171875,315.3800048828125,313.7799987792969,82910000,313.7799987792969
2020-07-08,316.29998779296875,312.70001220703125,314.6099853515625,316.17999267578125,54638600,316.17999267578125
2020-07-09,317.1000061035156,310.67999267578125,316.8399963378906,314.3800048828125,83354200,314.3800048828125
2020-07-10,317.8800048828125,312.760009765625,314.30999755859375,317.5899963378906,57550400,317.5899963378906
2020-07-13,322.7099914550781,314.1300048828125,320.1300048828125,314.8399963378906,102997500,314.8399963378906
2020-07-14,319.760009765625,312.0,313.29998779296875,318.9200134277344,93657000,318.9200134277344
2020-07-15,323.0400085449219,319.2699890136719,322.4100036621094,321.8500061035156,87196500,321.8500061035156
2020-07-16,321.2799987792969,319.0899963378906,319.7900085449219,320.7900085449219,54622500,320.7900085449219
2020-07-17,322.57000732421875,319.739990234375,321.8800048828125,321.7200012207031,62774900,321.7200012207031
2020-07-20,325.1300048828125,320.6199951171875,321.42999267578125,324.32000732421875,56308800,324.32000732421875
2020-07-21,326.92999267578125,323.94000244140625,326.45001220703125,325.010009765625,57499000,325.010009765625
2020-07-22,327.20001220703125,324.5,324.6199951171875,326.8599853515625,57792900,326.8599853515625
2020-07-23,327.2300109863281,321.4800109863281,326.4700012207031,322.9599914550781,75738000,322.9599914550781
2020-07-24,321.989990234375,319.25,320.95001220703125,320.8800048828125,73766600,320.8800048828125
2020-07-27,323.4100036621094,320.7699890136719,321.6300048828125,323.2200012207031,48293000,323.2200012207031
2020-07-28,323.6400146484375,320.8500061035156,322.42999267578125,321.1700134277344,57495000,321.1700134277344
2020-07-29,325.7300109863281,322.0799865722656,322.1199951171875,325.1199951171875,48454200,325.1199951171875
2020-07-30,324.4100036621094,319.6400146484375,321.8999938964844,323.9599914550781,61861700,323.9599914550781
